                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                0.60239,                0.43715,                0.88227,                0.99705,                0.99951,                  0.995,                  0.862,                0.60141,                0.35172,                0.86356,              0.0013699,              0.0013699,              0.0013699
                     48,                0.60955,                0.44251,                0.87737,                0.99182,                      1,                  0.995,                0.86709,                0.64371,                0.34591,                0.87623,              0.0013633,              0.0013633,              0.0013633
                     49,                0.60559,                0.44068,                0.87942,                0.99774,                0.99245,                  0.995,                0.85065,                0.65215,                0.37043,                0.86822,              0.0013567,              0.0013567,              0.0013567
                     50,                0.56914,                0.40838,                0.87972,                0.99127,                0.99774,                  0.995,                0.88596,                 0.5818,                0.29983,                0.85033,              0.0013501,              0.0013501,              0.0013501
                     51,                0.59943,                0.42528,                0.87824,                0.99173,                0.99966,                  0.995,                0.86991,                0.61383,                0.32541,                0.85597,              0.0013435,              0.0013435,              0.0013435
                     52,                0.60181,                0.42447,                0.88917,                0.99244,                0.99818,                  0.995,                0.87317,                0.65104,                0.35087,                0.87082,              0.0013369,              0.0013369,              0.0013369
                     53,                 0.5904,                0.42196,                0.87595,                0.98411,                0.99791,                  0.995,                0.88574,                0.58908,                0.31321,                0.85766,              0.0013303,              0.0013303,              0.0013303
                     54,                0.58029,                0.40513,                0.87673,                0.99158,                      1,                  0.995,                0.88317,                0.57742,                0.33727,                0.85371,              0.0013237,              0.0013237,              0.0013237
                     55,                0.58805,                0.41032,                0.86967,                0.99754,                      1,                  0.995,                0.89361,                0.55555,                0.30743,                 0.8572,              0.0013171,              0.0013171,              0.0013171
                     56,                0.56369,                0.39439,                0.86403,                0.99163,                      1,                  0.995,                 0.8912,                 0.5239,                0.31317,                 0.8497,              0.0013105,              0.0013105,              0.0013105
                     57,                0.57227,                0.40783,                0.86699,                 0.9914,                      1,                  0.995,                0.88885,                0.59126,                0.29865,                 0.8613,              0.0013039,              0.0013039,              0.0013039
                     58,                0.53549,                0.36312,                0.84434,                0.99551,                      1,                  0.995,                0.87905,                0.60421,                0.31772,                0.85637,              0.0012973,              0.0012973,              0.0012973
                     59,                0.59921,                0.41454,                0.88367,                0.99458,                      1,                  0.995,                0.88353,                0.63173,                0.31895,                 0.8598,              0.0012907,              0.0012907,              0.0012907
                     60,                   0.57,                0.39284,                0.86861,                0.98666,                      1,                  0.995,                0.88941,                0.59094,                0.30689,                0.84925,              0.0012841,              0.0012841,              0.0012841
                     61,                0.57417,                0.39801,                0.87011,                0.99481,                      1,                  0.995,                0.89036,                0.58431,                0.31742,                0.85255,              0.0012775,              0.0012775,              0.0012775
                     62,                0.54856,                0.39409,                0.85964,                0.99524,                      1,                  0.995,                0.88161,                0.57886,                0.31005,                0.85606,              0.0012709,              0.0012709,              0.0012709
                     63,                0.55537,                0.39746,                0.86114,                0.99638,                      1,                  0.995,                0.87599,                0.59729,                0.31319,                0.86176,              0.0012643,              0.0012643,              0.0012643
                     64,                0.58948,                0.41308,                0.87568,                0.99724,                      1,                  0.995,                0.86023,                0.62685,                0.30974,                 0.8659,              0.0012577,              0.0012577,              0.0012577
                     65,                0.60494,                0.41676,                 0.8794,                0.99446,                0.99848,                  0.995,                0.87375,                0.59749,                0.29794,                0.86118,              0.0012511,              0.0012511,              0.0012511
                     66,                0.57691,                0.40113,                0.87328,                0.98768,                0.99678,                  0.995,                0.89348,                0.57431,                0.29378,                0.85947,              0.0012445,              0.0012445,              0.0012445
                     67,                0.54508,                 0.3799,                0.86068,                0.99209,                0.99621,                  0.995,                0.88231,                0.57198,                0.31116,                0.86134,              0.0012379,              0.0012379,              0.0012379
                     68,                0.53294,                0.38006,                0.85364,                0.99432,                0.99754,                  0.995,                0.87317,                0.56035,                0.30613,                0.85388,              0.0012313,              0.0012313,              0.0012313
                     69,                0.53884,                0.37747,                0.86191,                0.98525,                0.98954,                  0.995,                0.88359,                0.58363,                0.34886,                0.85469,              0.0012247,              0.0012247,              0.0012247
                     70,                0.54525,                0.38875,                0.86786,                0.99701,                      1,                  0.995,                0.87466,                0.57538,                0.29589,                0.85229,              0.0012181,              0.0012181,              0.0012181
                     71,                0.55072,                0.37825,                0.86037,                0.99239,                      1,                  0.995,                0.87141,                0.60166,                  0.324,                0.86589,              0.0012115,              0.0012115,              0.0012115
                     72,                0.55944,                0.38374,                0.86521,                0.99249,                0.99934,                  0.995,                0.88483,                0.58229,                0.28826,                0.85096,              0.0012049,              0.0012049,              0.0012049
                     73,                0.52891,                0.36398,                0.86177,                0.99588,                0.98844,                  0.995,                0.89146,                0.58471,                0.29665,                0.85069,              0.0011983,              0.0011983,              0.0011983
                     74,                0.54315,                0.37756,                0.85839,                0.98986,                      1,                  0.995,                0.90126,                0.54235,                0.28977,                 0.8487,              0.0011917,              0.0011917,              0.0011917
                     75,                0.56553,                0.38813,                0.86548,                 0.9923,                0.99479,                  0.995,                0.88886,                 0.5397,                0.28698,                0.85064,              0.0011851,              0.0011851,              0.0011851
                     76,                0.52783,                0.36373,                0.86859,                0.99622,                0.98898,                  0.995,                0.89036,                0.55419,                0.29815,                  0.855,              0.0011785,              0.0011785,              0.0011785
                     77,                0.52732,                  0.372,                0.85354,                0.98919,                  0.998,                  0.995,                0.89124,                0.56684,                0.29204,                0.84871,              0.0011719,              0.0011719,              0.0011719
                     78,                0.54259,                0.35852,                0.87262,                0.99589,                      1,                  0.995,                0.88194,                0.59055,                0.28959,                0.85647,              0.0011653,              0.0011653,              0.0011653
