                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    112,                0.36124,                0.24639,                 0.8224,                0.98448,                      1,                 0.9944,                0.96696,                0.29331,                0.18373,                0.80644,               0.005644,               0.005644,               0.005644
                    113,                0.36805,                0.24801,                0.81779,                0.98418,                      1,                0.99485,                0.96561,                0.30598,                0.18078,                0.80812,              0.0056044,              0.0056044,              0.0056044
                    114,                0.36533,                0.24365,                0.82743,                0.98426,                      1,                0.99485,                0.96418,                0.30357,                0.17783,                0.80605,              0.0055648,              0.0055648,              0.0055648
                    115,                0.35706,                0.23877,                0.82419,                0.98433,                      1,                0.99485,                0.96802,                0.29255,                0.17415,                 0.8054,              0.0055252,              0.0055252,              0.0055252
                    116,                0.35842,                0.23969,                  0.824,                0.98507,                0.99951,                0.99485,                  0.967,                0.30011,                0.17845,                0.80441,              0.0054856,              0.0054856,              0.0054856
                    117,                 0.3575,                0.24745,                0.81742,                0.98015,                      1,                0.99396,                0.96975,                0.29412,                 0.1736,                0.80599,               0.005446,               0.005446,               0.005446
                    118,                0.35872,                0.24464,                0.82193,                0.96983,                      1,                0.99007,                0.97015,                0.28326,                0.18055,                0.80478,              0.0054064,              0.0054064,              0.0054064
                    119,                0.34919,                0.24109,                0.82041,                0.98451,                      1,                0.99396,                0.96764,                0.29933,                0.17887,                 0.8062,              0.0053668,              0.0053668,              0.0053668
                    120,                0.35481,                 0.2396,                0.82288,                0.98463,                      1,                0.99485,                0.96395,                0.29769,                0.17809,                0.80563,              0.0053272,              0.0053272,              0.0053272
                    121,                0.35675,                0.23732,                0.82442,                0.99957,                      1,                  0.995,                0.96096,                0.30227,                0.17657,                0.80557,              0.0052876,              0.0052876,              0.0052876
                    122,                0.35162,                0.24492,                0.82316,                      1,                0.99917,                  0.995,                0.97467,                0.28568,                0.18267,                0.80191,               0.005248,               0.005248,               0.005248
                    123,                0.35292,                0.23669,                0.82325,                0.99912,                      1,                  0.995,                0.96295,                0.29977,                0.17075,                0.80807,              0.0052084,              0.0052084,              0.0052084
                    124,                0.34455,                 0.2327,                0.82022,                0.98505,                0.99852,                0.98015,                0.95729,                0.29726,                0.17742,                0.80774,              0.0051688,              0.0051688,              0.0051688
                    125,                0.35405,                0.23594,                0.81979,                 0.9843,                      1,                0.99455,                0.97414,                0.29116,                0.16689,                0.80368,              0.0051292,              0.0051292,              0.0051292
                    126,                0.35494,                0.23575,                0.82195,                      1,                0.99913,                  0.995,                0.97156,                0.28746,                0.17475,                0.80384,              0.0050896,              0.0050896,              0.0050896
                    127,                0.35679,                0.23959,                0.83009,                0.99973,                      1,                  0.995,                0.97058,                0.28475,                0.17121,                0.80295,                0.00505,                0.00505,                0.00505
                    128,                0.35109,                0.23263,                0.81482,                0.99877,                      1,                  0.995,                0.96333,                0.29525,                0.16629,                0.80747,              0.0050104,              0.0050104,              0.0050104
                    129,                0.35018,                0.23259,                0.82041,                0.98425,                      1,                0.99455,                0.97145,                0.28601,                 0.1612,                0.80529,              0.0049708,              0.0049708,              0.0049708
                    130,                   0.34,                0.22838,                0.81165,                      1,                0.99915,                  0.995,                0.97002,                0.29616,                0.18328,                0.80529,              0.0049312,              0.0049312,              0.0049312
                    131,                 0.3452,                0.23075,                0.81975,                0.99919,                0.98485,                0.99485,                 0.9727,                0.28664,                0.21793,                0.80347,              0.0048916,              0.0048916,              0.0048916
                    132,                0.33923,                 0.2292,                 0.8169,                      1,                0.99917,                  0.995,                0.96753,                0.29766,                0.17805,                0.80128,               0.004852,               0.004852,               0.004852
                    133,                0.34671,                0.23121,                0.82226,                 0.9846,                      1,                0.99082,                0.95219,                0.30458,                 0.1735,                 0.8056,              0.0048124,              0.0048124,              0.0048124
                    134,                0.33817,                0.22864,                0.81809,                0.97887,                      1,                0.99455,                0.97553,                0.28573,                0.18853,                 0.8024,              0.0047728,              0.0047728,              0.0047728
                    135,                0.35106,                0.23772,                0.82137,                0.98507,                0.99985,                0.98037,                0.95488,                0.28178,                 0.1702,                0.80098,              0.0047332,              0.0047332,              0.0047332
                    136,                0.33769,                0.22795,                0.82111,                0.98506,                0.99921,                0.99351,                0.97155,                0.28879,                0.16803,                0.80235,              0.0046936,              0.0046936,              0.0046936
                    137,                0.33635,                0.23057,                0.81111,                0.98506,                0.99928,                0.99455,                0.96707,                0.29192,                0.16977,                0.80341,               0.004654,               0.004654,               0.004654
                    138,                0.33199,                0.23092,                0.82412,                0.97012,                      1,                0.98501,                0.94729,                0.30661,                0.19136,                0.80434,              0.0046144,              0.0046144,              0.0046144
                    139,                0.33223,                0.22741,                0.82416,                0.99425,                0.98485,                0.99471,                0.96984,                0.29402,                0.16735,                0.80368,              0.0045748,              0.0045748,              0.0045748
                    140,                0.33677,                0.22257,                0.81504,                0.98403,                      1,                0.99485,                0.97174,                0.29222,                0.16481,                0.80487,              0.0045352,              0.0045352,              0.0045352
                    141,                0.33322,                0.21961,                0.81517,                0.98439,                      1,                0.99485,                0.97057,                0.28751,                0.15785,                0.80217,              0.0044956,              0.0044956,              0.0044956
                    142,                0.33936,                0.22654,                0.81689,                0.98439,                      1,                0.99485,                0.97014,                0.28547,                 0.1547,                0.80313,               0.004456,               0.004456,               0.004456
                    143,                0.33739,                0.22333,                0.81685,                 0.9832,                      1,                0.99485,                0.96545,                0.29305,                0.16033,                0.80426,              0.0044164,              0.0044164,              0.0044164
                    144,                0.34147,                0.23037,                0.82015,                0.97002,                      1,                0.99471,                0.96975,                0.28534,                0.16704,                0.80464,              0.0043768,              0.0043768,              0.0043768
                    145,                0.32987,                0.22385,                0.81514,                0.97059,                      1,                0.99471,                0.97565,                 0.2899,                0.17124,                0.80473,              0.0043372,              0.0043372,              0.0043372
                    146,                0.32752,                0.22527,                0.82292,                0.97059,                      1,                0.99258,                0.97051,                0.29121,                0.16704,                 0.8032,              0.0042976,              0.0042976,              0.0042976
                    147,                 0.3249,                0.21696,                0.82148,                0.98488,                      1,                0.99321,                0.96806,                0.30337,                0.16563,                0.80439,               0.004258,               0.004258,               0.004258
                    148,                0.32916,                0.22731,                0.81957,                0.96979,                      1,                0.99471,                0.96788,                0.30751,                0.16681,                0.80622,              0.0042184,              0.0042184,              0.0042184
                    149,                0.33028,                 0.2191,                0.81214,                0.96978,                      1,                0.99471,                0.97325,                0.30788,                0.17139,                0.80643,              0.0041788,              0.0041788,              0.0041788
                    150,                0.31632,                0.21127,                0.82059,                0.99098,                0.98485,                0.99471,                0.96965,                0.30534,                 0.1636,                0.80843,              0.0041392,              0.0041392,              0.0041392
                    151,                0.32131,                0.21948,                0.81334,                0.97043,                      1,                0.99471,                0.97253,                 0.2897,                0.16909,                0.80388,              0.0040996,              0.0040996,              0.0040996
                    152,                 0.3325,                0.21784,                0.81984,                   0.97,                      1,                 0.9938,                0.96432,                0.30051,                0.17723,                0.80593,                0.00406,                0.00406,                0.00406
                    153,                0.31491,                0.21219,                0.81333,                0.97059,                      1,                0.99152,                 0.9678,                0.30858,                 0.1859,                0.80614,              0.0040204,              0.0040204,              0.0040204
                    154,                0.31718,                0.21834,                0.81792,                0.99748,                0.98485,                0.99485,                0.96626,                0.30399,                0.16606,                0.80518,              0.0039808,              0.0039808,              0.0039808
                    155,                0.32232,                0.21764,                0.81143,                0.98477,                      1,                  0.995,                0.96938,                 0.2945,                0.16185,                0.80445,              0.0039412,              0.0039412,              0.0039412
                    156,                0.32621,                0.22114,                0.81712,                0.98419,                      1,                0.99485,                0.96196,                0.30271,                0.16657,                0.80321,              0.0039016,              0.0039016,              0.0039016
                    157,                0.33214,                0.22052,                0.81713,                0.98383,                      1,                0.99216,                0.96416,                0.30051,                 0.1678,                0.80494,               0.003862,               0.003862,               0.003862
                    158,                0.31357,                0.21253,                0.81808,                0.98382,                      1,                0.99142,                0.96434,                0.30617,                0.16355,                 0.8054,              0.0038224,              0.0038224,              0.0038224
                    159,                0.32041,                0.21365,                0.81017,                0.98428,                      1,                0.98784,                0.95662,                0.30999,                0.16671,                0.80752,              0.0037828,              0.0037828,              0.0037828
                    160,                0.31104,                0.20897,                0.81285,                0.98374,                      1,                0.98963,                0.95958,                0.29205,                0.16599,                0.80384,              0.0037432,              0.0037432,              0.0037432
